id,title,description,short_description,programming_language,difficulty_level,xp,time_needed_in_hours,topic_id,technology_id,content_area,link,image_url,last_updated_on,nb_of_subscriptions,num_chapters,num_exercises,num_videos,datasets_count,instructors_names,collaborators_names,tracks_titles,prerequisites_titles
28,Prompt Engineering with the OpenAI API,"ChatGPT is a powerful language model that can generate human-like text for different applications. However, it is only as good as the prompts you provide. You need to know how to write effective prompts, and this is where prompt engineering comes in. In this course, you'll dive deep into the principles and best practices of prompt engineering. By the end, you'll have the skills and knowledge to write effective prompts to solve real-world problems and business applications.",Dive deep into the principles and best practices of prompt engineering to leverage powerful language models like ChatGPT to solve real-world problems.,python,1,4750,4,16.0,25,Artificial Intelligence,https://www.datacamp.com/courses/prompt-engineering-with-the-openai-api,https://assets.datacamp.com/production/default/shields/placeholder.png,17/09/2025,30454,4,55,15,0,Fouad Trad,James Chapman; Jasmin Ludolf; Rick Gaston; Chris Harper,Associate AI Engineer for Developers; Developing AI Applications; OpenAI Fundamentals,Working with the OpenAI API
29,Python Toolbox,"In this Python Toolbox course, you'll continue to build more advanced Python skills. First, you'll learn about iterators, objects you have already encountered in the context of for loops. You'll then learn about list comprehensions, which are extremely handy tools for all data professionals and developers working in Python. You'll end the course by working through a case study in which you'll apply all the techniques you learned in both parts of this course.",Continue to build your modern Data Science skills by learning about iterators and list comprehensions.,python,1,3800,4,10.0,2,Data Science and Analytics,https://www.datacamp.com/courses/python-toolbox,https://assets.datacamp.com/production/course_1531/shields/thumb/shield_image_course_1531_20200205-1-1aojucr?1580930825,17/09/2025,302634,3,46,12,2,Hugo Bowne-Anderson,Yashas Roy; Francisco Castro,Associate Data Scientist  in Python; Associate Python Developer; Python Programming Fundamentals,Introduction to Functions in Python
30,Introduction to PySpark,"This course is designed for data engineers, data scientists, and machine learning practitioners looking to work with large datasets using PySpark. You'll explore Apache Spark's speed and scalability, learn to create Spark sessions, work with RDDs, and manipulate DataFrames through hands-on exercises. The course also covers PySpark SQL, teaching you how to query data with SQL, handle schemas and complex data types, and optimize performance in distributed environments. By the end, you'll have the foundational skills to process and analyze big data, setting the stage for advanced applications like machine learning and big data analytics.","Master PySpark to handle big data with ease—learn to process, query, and optimize massive datasets for powerful analytics!",python,2,2850,4,14.0,28,Data Engineering,https://www.datacamp.com/courses/introduction-to-pyspark,https://assets.datacamp.com/production/default/shields/placeholder.png,17/09/2025,13123,3,36,11,2,Ben Schmidt,George Boorman; Arne Warnke; Katerina Zahradova,Big Data with PySpark; Machine Learning Scientist in Python; Professional Data Engineer in Python,Introduction to SQL; Data Manipulation with pandas
31,Building Scalable Agentic Systems,"Why do so many agentic systems fail to traverse the gap between development and production? In this course, you'll find out! Learn how to design and develop AI agents with scalability in mind, following the three pillars of agentic scalability: robust infrastructure and tooling, modular design architecture, and continuous evaluation and feedback loops. You'll learn about how agentic frameworks like the Model Context Protocol (MCP) and the Agent-to-Agent protocol (A2A) enable cleaner and faster integrations between data sources and agents. Finally, learn about the tests and deployment strategies to set your agent up to deliver value.","Discover what it takes to scale AI agents, with a little help from frameworks like MCP and A2A.",python,1,1750,2,16.0,7,Artificial Intelligence,https://www.datacamp.com/courses/building-scalable-agentic-systems,https://assets.datacamp.com/production/default/shields/placeholder.png,17/09/2025,2341,3,29,10,1,Korey Stegared-Pace,James Chapman,AI Agent Fundamentals,Introduction to AI Agents
32,Working with Hugging Face,"Hugging Face is a vital platform for accessing machine learning and AI functionality. In this course, you'll explore the Hugging Face Hub to the most appropriate models and datasets for your tasks. You'll utilize Hugging Face's API to search its model repository by task, author, or popularity. You'll use pipelines, a fundamental Hugging Face component, to perform a whole host of AI tasks using a simple and intuitive syntax. You'll learn to classify text into categories, generate impactful and accurate summaries, and even have conversations with documents. Join the AI revolution and learn about Hugging Face today!",Navigate and use the extensive repository of models and datasets available on the Hugging Face Hub.,python,1,2050,2,16.0,2,Artificial Intelligence,https://www.datacamp.com/courses/working-with-hugging-face,https://assets.datacamp.com/production/default/shields/placeholder.png,17/09/2025,16188,2,26,8,4,Jacob Marquez,James Chapman; Jasmin Ludolf; Stan Konkin,Associate AI Engineer for Data Scientists; Associate AI Engineer for Developers; Developing AI Applications,Introduction to Functions in Python
33,Developing LLM Applications with LangChain,"Revolutionize your applications by harnessing the power of the LangChain framework for creating applications based on large language models (LLMs)! One of the major challenges for developing applications in the age of generative AI is integrating models, data sources, prompts, and other components from different providers into a single application. The LangChain framework provides a single, unified syntax for putting all these pieces together to allow you to integrate LLMs more seamlessly into your projects. Whether you're a seasoned developer or just getting started, this course will equip you with the knowledge and skills to build dynamic and intelligent applications that leverage the limitless capabilities of LangChain. Join us on this transformative journey and redefine how you create applications powered by language models.","Discover how to build AI-powered applications using LLMs, prompts, chains, and agents in LangChain.",python,2,2750,3,16.0,2,Artificial Intelligence,https://www.datacamp.com/courses/developing-llm-applications-with-langchain,https://assets.datacamp.com/production/default/shields/placeholder.png,17/09/2025,29367,3,33,10,0,Jonathan Bennion,James Chapman,Associate AI Engineer for Developers; Developing AI Applications; Developing Applications with LangChain,Introduction to Embeddings with the OpenAI API; Prompt Engineering with the OpenAI API
34,Data Communication Concepts,"You’ve analyzed your data, run your model, and made your predictions. Now, it's time to bring your data to life! Presenting findings to stakeholders so they can make data-driven decisions is an essential skill for all data scientists. In this course, you’ll learn how to use storytelling to connect with your audience and help them understand the content of your presentation—so they can make the right decisions. Through hands-on exercises, you’ll learn the advantages and disadvantages of oral and written formats. You’ll also improve how you translate technical results into compelling stories, using the correct data, visualizations, and in-person presentation techniques. Start learning and improve your data storytelling today.",No one enjoys looking at spreadsheets! Bring your data to life. Improve your presentation and learn how to translate technical data into actionable insights.,r,1,3750,3,17.0,7,Data Literacy and Essentials,https://www.datacamp.com/courses/data-communication-concepts,https://assets.datacamp.com/production/default/shields/placeholder.png,17/09/2025,68280,4,50,16,0,Hadrien Lacroix,Maria Eugenia Inzaugarat,Associate Data Analyst in SQL; Associate Data Scientist in R; Associate Data Scientist  in Python,Understanding Data Science; Understanding Data Visualization
35,Unsupervised Learning in Python,"Say you have a collection of customers with a variety of characteristics such as age, location, and financial history, and you wish to discover patterns and sort them into clusters. Or perhaps you have a set of texts, such as Wikipedia pages, and you wish to segment them into categories based on their content. This is the world of unsupervised learning, called as such because you are not guiding, or supervising, the pattern discovery by some prediction task, but instead uncovering hidden structure from unlabeled data. Unsupervised learning encompasses a variety of techniques in machine learning, from clustering to dimension reduction to matrix factorization. In this course, you'll learn the fundamentals of unsupervised learning and implement the essential algorithms using scikit-learn and SciPy. You will learn how to cluster, transform, visualize, and extract insights from unlabeled datasets, and end the course by building a recommender system to recommend popular musical artists.","Learn how to cluster, transform, visualize, and extract insights from unlabeled datasets using scikit-learn and scipy.",python,2,4150,4,6.0,2,Data Science and Analytics,https://www.datacamp.com/courses/unsupervised-learning-in-python,https://assets.datacamp.com/production/course_2072/shields/thumb/shield_image_course_2072_20240716-1-ose9qi?1721118101,17/09/2025,162994,4,52,13,8,Benjamin Wilson,Yashas Roy; Hugo Bowne-Anderson,Associate AI Engineer for Data Scientists; Associate Data Scientist  in Python; Machine Learning Fundamentals in Python; Machine Learning Scientist in Python,Supervised Learning with scikit-learn
36,Machine Learning with Tree-Based Models in Python,"Decision trees are supervised learning models used for problems involving classification and regression. Tree models present a high flexibility that comes at a price: on one hand, trees are able to capture complex non-linear relationships; on the other hand, they are prone to memorizing the noise present in a dataset. By aggregating the predictions of trees that are trained differently, ensemble methods take advantage of the flexibility of trees while reducing their tendency to memorize noise. Ensemble methods are used across a variety of fields and have a proven track record of winning many machine learning competitions. In this course, you'll learn how to use Python to train decision trees and tree-based models with the user-friendly scikit-learn machine learning library. You'll understand the advantages and shortcomings of trees and demonstrate how ensembling can alleviate these shortcomings, all while practicing on real-world datasets. Finally, you'll also understand how to tune the most influential hyperparameters in order to get the most out of your models.","In this course, you'll learn how to use tree-based models and ensembles for regression and classification using scikit-learn.",python,2,4650,5,6.0,2,Data Science and Analytics,https://www.datacamp.com/courses/machine-learning-with-tree-based-models-in-python,https://assets.datacamp.com/production/course_6280/shields/thumb/shield_image_course_6280_20200612-1-174b697?1591987465,17/09/2025,106491,5,57,15,4,Elie Kawerk,Kara Woo; Eunkyung Park; Sumedh Panchadhar,Associate Data Scientist  in Python; Machine Learning Scientist in Python; Supervised Machine Learning in Python,Supervised Learning with scikit-learn
37,Introduction to APIs in Python,"Dive into the exciting world of APIs as we introduce you to the basics of consuming and working with Web APIs using Python. This course is designed to demystify the concepts and practical applications of APIs. It offers you a hands-on introduction where you'll learn how to interact with a REST API and integrate it into your applications or workflows. By the end of this course, you'll have a comprehensive understanding of APIs and the confidence to apply your knowledge in real-world scenarios.",Dive into the exciting world of APIs as we introduce you to the basics of consuming and working with Web APIs using Python.,python,2,1900,2,10.0,2,Emerging Technologies,https://www.datacamp.com/courses/introduction-to-apis-in-python,https://assets.datacamp.com/production/default/shields/placeholder.png,17/09/2025,16533,2,23,7,0,Chris Ramakers,George Boorman; Arne Warnke; Kat Zahradova,Building APIs in Python; Data Engineer in Python,Intermediate Python for Developers
38,Introduction to GitHub Concepts,"Do you ever struggle to keep track of everything going on in a project? Or confuse GitHub with Git? In this course, you'll learn how to leverage the power of GitHub, become a successful collaborator, and recognize the differences between GitHub and Git. Building on the topics covered in Introduction to Version Control with Git, this conceptual course enables you to navigate the user interface of GitHub effectively. You will perform everyday tasks, including creating public and private repositories, creating and modifying files, branches, and issues, assigning tasks, tagging users, reviewing pull requests, and merging branches. You will also discover how to clone and fork repositories and generate private access tokens (PAT). By the end of this course, you'll be able to take these new skills and apply them to any coding or data project, making you feel on track and in control. Everyone will want to collaborate with you on GitHub!","Learn how to use GitHub's various features, navigate the interface and perform everyday collaborative tasks.",r,1,2850,2,10.0,4,Emerging Technologies,https://www.datacamp.com/courses/introduction-to-github-concepts,https://assets.datacamp.com/production/default/shields/placeholder.png,17/09/2025,28339,3,43,12,0,George Boorman; Jasmin Ludolf,Amy Peterson; James Chapman,GitHub Foundations,Intermediate Git
39,Hypothesis Testing in Python,"Hypothesis testing lets you answer questions about your datasets in a statistically rigorous way. In this course, you'll grow your Python analytical skills as you learn how and when to use common tests like t-tests, proportion tests, and chi-square tests. Working with real-world data, including Stack Overflow user feedback and supply-chain data for medical supply shipments, you'll gain a deep understanding of how these tests work and the key assumptions that underpin them. You'll also discover how non-parametric tests can be used to go beyond the limitations of traditional hypothesis tests.","Learn how and when to use common hypothesis tests like t-tests, proportion tests, and chi-square tests in Python.",python,2,3750,4,7.0,2,Data Science and Analytics,https://www.datacamp.com/courses/hypothesis-testing-in-python,https://assets.datacamp.com/production/default/shields/placeholder.png,17/09/2025,50462,4,50,15,4,James Chapman,Dr. Chester Ismay; Amy Peterson; Izzy Weber,Associate Data Scientist  in Python; Data Analyst  in Python; Statistics Fundamentals  in Python,Sampling in Python
40,Introduction to LLMs in Python,"Large Language Models (LLMs) have become pivotal tools driving some of the most stunning advancements and applications in today's AI landscape. This hands-on course will equip you with the practical knowledge and skills needed to understand, build, and harness the power of LLMs for solving complex language tasks such as translation, language generation, question-answering, and more. Through iteractive coding exercises, you will learn to work with transformers. You'll also explore pre-trained language models and datasets from Hugging Face. By the end of this course, you will be able to fine-tune and evaluate pre-trained LLMs using specialized metrics. You will also gain an understanding of the key challenges and ethical considerations of enabling real-world LLM applications.",Learn the nuts and bolts of LLMs and the revolutionary transformer architecture they are based on!,python,2,2700,4,16.0,2,Artificial Intelligence,https://www.datacamp.com/courses/introduction-to-llms-in-python,https://assets.datacamp.com/production/default/shields/placeholder.png,17/09/2025,23333,3,34,11,0,Jasmin Ludolf; Iván P.C.,James Chapman; Jasmin Ludolf; Chris Harper,Associate AI Engineer for Data Scientists; Developing Large Language Models,Intermediate Deep Learning with PyTorch
41,Software Engineering Principles in Python,"Data scientists can experience huge benefits by learning concepts from the field of software engineering, allowing them to more easily reutilize their code and share it with collaborators. In this course, you'll learn all about the important ideas of modularity, documentation, & automated testing, and you'll see how they can help you solve Data Science problems quicker and in a way that will make future you happy. You'll even get to use your acquired software engineering chops to write your very own Python package for performing text analytics.","Learn about modularity, documentation, and automated testing to help you solve data science problems more quickly and reliably.",python,1,4100,4,10.0,2,Emerging Technologies,https://www.datacamp.com/courses/software-engineering-principles-in-python,https://assets.datacamp.com/production/course_13203/shields/thumb/shield_image_course_13203_20230907-1-ma6guw?1694096643,17/09/2025,56526,4,51,15,0,Adam Spannbauer,Chester Ismay; Adrián Soto,Associate AI Engineer for Data Scientists; Associate AI Engineer for Developers; Data Engineer in Python; Python Programming,Introduction to Functions in Python
42,Introduction to Regression with statsmodels in Python,"Linear regression and logistic regression are two of the most widely used statistical models. They act like master keys, unlocking the secrets hidden in your data. In this course, you’ll gain the skills you need to fit simple linear and logistic regressions. Through hands-on exercises, you’ll explore the relationships between variables in real-world datasets, including motor insurance claims, Taiwan house prices, fish sizes, and more. By the end of this course, you’ll know how to make predictions from your data, quantify model performance, and diagnose problems with model fit.","Predict housing prices and ad click-through rate by implementing, analyzing, and interpreting regression analysis with statsmodels in Python.",python,2,4150,4,7.0,2,Data Science and Analytics,https://www.datacamp.com/courses/introduction-to-regression-with-statsmodels-in-python,https://assets.datacamp.com/production/default/shields/placeholder.png,17/09/2025,50721,4,53,14,5,Maarten Van den Broeck,Maggie Matsui; Amy Peterson; Richie Cotton,Associate Data Scientist  in Python; Statistics Fundamentals  in Python,Introduction to Data Visualization with Seaborn; Introduction to Statistics in Python
43,LLMOps Concepts,"Embark on a journey into Large Language Model Operations (LLMOps). This course, designed for enthusiasts and professionals alike, guides you through the basics, from ideation to operational deployment. Delving into the LLM application lifecycle will reveal its pivotal role in organizations. You will gain insights into the challenges and considerations at each stage and how to refine development and ensure smooth deployment while embracing data governance and security. By the end of the course, you'll have a solid grasp of LLMOps concepts and know how to apply them to your applications.","Learn about LLMOps from ideation to deployment, gain insights into the lifecycle and challenges, and learn how to apply these concepts to your applications.",r,1,2350,1,16.0,7,Artificial Intelligence,https://www.datacamp.com/courses/llmops-concepts,https://assets.datacamp.com/production/default/shields/placeholder.png,17/09/2025,6602,3,37,12,0,Max Knobbout,James Chapman; Jasmin Ludolf; Francesca Donadoni,Associate AI Engineer for Developers; Developing Large Language Models,Large Language Models (LLMs) Concepts
44,Sampling in Python,"Sampling in Python is the cornerstone of inference statistics and hypothesis testing. It's a powerful skill used in survey analysis and experimental design to draw conclusions without surveying an entire population. In this Sampling in Python course, you’ll discover when to use sampling and how to perform common types of sampling—from simple random sampling to more complex methods like stratified and cluster sampling. Using real-world datasets, including coffee ratings, Spotify songs, and employee attrition, you’ll learn to estimate population statistics and quantify uncertainty in your estimates by generating sampling distributions and bootstrap distributions.",Learn to draw conclusions from limited data using Python and statistics. This course covers everything from random sampling to stratified and cluster sampling.,python,2,4000,4,7.0,2,Data Science and Analytics,https://www.datacamp.com/courses/sampling-in-python,https://assets.datacamp.com/production/default/shields/placeholder.png,17/09/2025,45962,4,51,15,3,James Chapman,Dr. Chester Ismay; Amy Peterson,Associate Data Scientist  in Python; Data Analyst  in Python; Statistics Fundamentals  in Python,Introduction to Statistics in Python
45,Writing Functions in Python,"You've done your analysis, built your report, and trained a model. What's next? Well, if you want to deploy your model into production, your code will need to be more reliable than exploratory scripts in a Jupyter notebook. Writing Functions in Python will give you a strong foundation in writing complex and beautiful functions so that you can contribute research and engineering skills to your team. You'll learn useful tricks, like how to write context managers and decorators. You'll also learn best practices around how to write maintainable reusable functions with good documentation. They say that people who can do good research and write high-quality code are unicorns. Take this course and discover the magic!","Learn to use best practices to write maintainable, reusable, complex functions with good documentation.",python,2,3650,4,10.0,2,Data Science and Analytics,https://www.datacamp.com/courses/writing-functions-in-python,https://assets.datacamp.com/production/course_15876/shields/thumb/shield_image_course_15876_20250416-1-10h28g?1744803202,17/09/2025,102397,4,46,15,0,Shayne Miel,Hillary Green-Lerman; Becca Robins,Associate Data Scientist  in Python,Python Toolbox
46,Developing AI Systems with the OpenAI API,"Get your AI applications ready for production with this OpenAI API course. You’ll discover best practices for developing applications on the OpenAI API, including moderation and validation, testing, and practices for improved safety. You’ll also learn how to connect your application with external systems and APIs through function calling. This course builds on core OpenAI functionalities introduced in Working with the OpenAI API and prompt writing best practices from Prompt Engineering with the OpenAI API to help you elevate your projects from proof of concept to production-ready systems.",Leverage the OpenAI API to get your AI applications ready for production.,python,2,2800,3,16.0,25,Artificial Intelligence,https://www.datacamp.com/courses/developing-ai-systems-with-the-openai-api,https://assets.datacamp.com/production/default/shields/placeholder.png,17/09/2025,11465,3,36,11,0,Francesca Donadoni,James Chapman; Jasmin Ludolf,Associate AI Engineer for Developers; Developing AI Applications; OpenAI Fundamentals,Python Toolbox; Prompt Engineering with the OpenAI API
47,Preprocessing for Machine Learning in Python,"This course covers the basics of how and when to perform data preprocessing. This essential step in any machine learning project is when you get your data ready for modeling. Between importing and cleaning your data and fitting your machine learning model is when preprocessing comes into play. You'll learn how to standardize your data so that it's in the right form for your model, create new features to best leverage the information in your dataset, and select the best features to improve your model fit. Finally, you'll have some practice preprocessing by getting a dataset on UFO sightings ready for modeling.",Learn how to clean and prepare your data for machine learning!,python,2,4700,4,6.0,2,Data Science and Analytics,https://www.datacamp.com/courses/preprocessing-for-machine-learning-in-python,https://assets.datacamp.com/production/course_6576/shields/thumb/shield_image_course_6576_20230102-1-1deao?1672696884,17/09/2025,59625,5,62,20,4,James Chapman,Nick Solomon; Kara Woo,Data Scientist in Python; Machine Learning Scientist in Python,Cleaning Data in Python; Supervised Learning with scikit-learn
48,Object-Oriented Programming in Python,"Object-oriented programming (OOP) is a widely used programming paradigm that reduces development times—making it easier to read, reuse, and maintain your code. OOP shifts the focus from thinking about code as a sequence of actions to looking at your program as a collection of objects that interact with each other. In this course, you’ll learn how to create classes, which act as the blueprints for every object in Python. You’ll then leverage principles called inheritance and polymorphism to reuse and optimize code. Dive in and learn how to create beautiful code that’s clean and efficient!",Dive in and learn how to create classes and leverage inheritance and polymorphism to reuse and optimize code.,python,3,3600,4,10.0,2,Emerging Technologies,https://www.datacamp.com/courses/object-oriented-programming-in-python,https://assets.datacamp.com/production/course_24558/shields/thumb/shield_image_course_24558_20241106-1-13p1ztd?1730910355,17/09/2025,97792,4,44,13,0,Alex Yarosh,Maggie Matsui; Amy Peterson,,Writing Functions in Python
49,Introduction to Object-Oriented Programming in Python,"Embark on a journey into the heart of Python programming with our comprehensive course offering a foundation in the principles and practices of object-oriented programming (OOP). Through a series of hands-on exercises and real-world examples, learners will gain proficiency in leveraging the power of Python's OOP paradigm to create efficient, modular, and reusable code. Foundations of OOP Delve into the fundamental concepts that form the foundation of object-oriented programming. You'll discover the core principles of classes and objects, learn how to define and instantiate objectives in Python and explore how to assign attributes during instantiation. Inheritance Expand your knowledge by mastering inheritance and creating subclasses that build on functionality defined in other classes. You'll distinguish between class-level and instance-level data, implement class methods, and customize the functionality of subclasses! Equality, Exception Handling, and Best Practices Explore the versatility of Python in handling object comparisons and discover techniques for effective string representation of objects, enabling human-readable outputs. Learn how to fortify your code against unexpected errors and enhance its reliability through exception handling. Understand the importance of error detection and graceful error recovery, ensuring a smoother execution of your programs. Acquire best practices for writing clean, maintainable, and Pythonic code that adheres to OOP principles.","Discover the fundamental concepts of object-oriented programming (OOP), building custom classes and objects!",python,2,3100,3,10.0,2,Emerging Technologies,https://www.datacamp.com/courses/introduction-to-object-oriented-programming-in-python,https://assets.datacamp.com/production/default/shields/placeholder.png,17/09/2025,16137,3,37,11,0,George Boorman,Arne Warnke,Associate Python Developer; Building Applications with OOP in Python; Professional Data Engineer in Python; Python Programming,Writing Functions in Python
50,Introduction to Data Privacy,"What is data privacy, why is it so important, and how does it impact you daily? Answer all these questions and more in this course, introducing you to the basics of data privacy. This non-technical course focuses on providing a solid foundation of privacy principles and relating them with other critical concepts within the interconnected data landscape. You’ll start by looking at the relationship between security, privacy, and data and why they matter in the modern world.Through hands-on exercises, you’ll learn about the importance of privacy by design and additional privacy topics. Data privacy is essential to everyone. Start leveling up your data privacy skills and uncover a new way to look at the data around you.",Gain a clear understanding of data privacy principles and how to implement privacy and security processes.,r,1,2550,2,17.0,7,Data Literacy and Essentials,https://www.datacamp.com/courses/introduction-to-data-privacy,https://assets.datacamp.com/production/default/shields/placeholder.png,17/09/2025,19829,3,38,12,0,Tiffany Lewis,Iason Prassides; Joe Franklin,Data Governance Fundamentals; Developing AI Applications; GDPR and Data Privacy Fundamentals,
51,Introduction to Natural Language Processing in Python,"In this course, you'll learn natural language processing (NLP) basics, such as how to identify and separate words, how to extract topics in a text, and how to build your own fake news classifier. You'll also learn how to use basic libraries such as NLTK, alongside libraries which utilize deep learning to solve common NLP problems. This course will give you the foundation to process and parse text as you move forward in your Python learning.",Learn fundamental natural language processing techniques using Python and how to apply them to extract insights from real-world text data.,python,2,3750,4,6.0,2,Data Science and Analytics,https://www.datacamp.com/courses/introduction-to-natural-language-processing-in-python,https://assets.datacamp.com/production/course_3629/shields/thumb/shield_image_course_3629_20221025-1-vztr34?1666692528,17/09/2025,135895,4,51,15,4,Katharine Jarmul,Hugo Bowne-Anderson; Yashas Roy,Machine Learning Scientist in Python; Natural Language Processing in Python,Python Toolbox
52,Introduction to Embeddings with the OpenAI API,"Text embedding models create numerical representations from text inputs. This ability to encode text and capture its semantic meaning means that embedding models underpin many types of AI applications, like semantic search engines and recommendation engines. In this course, you'll learn how to harness OpenAI's Embeddings model via the OpenAI API to create embeddings from text datasets and begin developing real-world applications. You'll also take a big step towards creating production-ready applications by learning about vector databases to efficiently store and query embedded texts.","Unlock more advanced AI applications, like semantic search and recommendation engines, using OpenAI's embedding model!",python,2,3000,3,16.0,25,Artificial Intelligence,https://www.datacamp.com/courses/introduction-to-embeddings-with-the-openai-api,https://assets.datacamp.com/production/default/shields/placeholder.png,17/09/2025,11910,3,37,11,3,Emmanuel Pire; James Chapman,Chris Harper,Associate AI Engineer for Developers; Developing AI Applications; OpenAI Fundamentals,Working with the OpenAI API; Python Toolbox
53,Working with Dates and Times in Python,"You'll probably never have a time machine, but how about a machine for analyzing time? As soon as time enters any analysis, things can get weird. It's easy to get tripped up on day and month boundaries, time zones, daylight saving time, and all sorts of other things that can confuse the unprepared. If you're going to do any kind of analysis involving time, you’ll want to use Python to sort it out. Working with data sets on hurricanes and bike trips, we’ll cover counting events, figuring out how much time has elapsed between events and plotting data over time. You'll work in both standard Python and in Pandas, and we'll touch on the dateutil library, the only timezone library endorsed by the official Python documentation. After this course, you'll confidently handle date and time data in any format like a champion.",Learn how to work with dates and times in Python.,python,2,4100,4,10.0,2,Data Science and Analytics,https://www.datacamp.com/courses/working-with-dates-and-times-in-python,https://assets.datacamp.com/production/course_13185/shields/thumb/shield_image_course_13185_20221117-1-1udy2q2?1668711964,17/09/2025,71617,4,48,14,2,DataCamp Content Creator,Sumedh Panchadhar; Chester Ismay,Associate Data Scientist  in Python; Associate Python Developer; Python Programming Toolbox,Data Manipulation with pandas
54,Retrieval Augmented Generation (RAG) with LangChain,"Large Language Models (LLMs) are being integrated into computers, phones, and software applications, but they do have one drawback: their knowledge is limited by their training data, which is slow and costly. Enter Retrieval Augmented Generation (RAG)! RAG enables you to integrate external data with LLMs. In this course, you'll learn state-of-the-art techniques for loading, processing, and retrieving external data for LLMs! You'll utilize vector databases, the latest LLMs, including GPT-4o-Mini, and the LangChain framework to create RAG applications. This course concludes with a chapter on Graph RAG, a twist on traditional RAG that uses graph databases for more reliable data retrieval.",Learn cutting-edge methods for integrating external data with LLMs using Retrieval Augmented Generation (RAG) with LangChain.,python,2,3150,3,16.0,2,Artificial Intelligence,https://www.datacamp.com/courses/retrieval-augmented-generation-rag-with-langchain,https://assets.datacamp.com/production/default/shields/placeholder.png,17/09/2025,9206,3,38,12,5,Meri Nova,James Chapman,Developing Applications with LangChain,Developing LLM Applications with LangChain
55,Intermediate Deep Learning with PyTorch,"Deep learning is a rapidly evolving field of artificial intelligence (AI) that revolutionized the field of machine learning, enabling breakthroughs in areas such as computer vision, natural language processing, and speech recognition. In this course, you'll develop robust deep learning models with PyTorch for a range of applications, including image and sequence models. You'll become familiar with core network architectures, such as convolutional neural networks (CNNs) and recurrent neural networks (RNNs), including Long Short-Term Memory (LSTM) networks and Gated Recurrent Units (GRUs).","Learn about fundamental deep learning architectures such as CNNs, RNNs, LSTMs, and GRUs for modeling image and sequential data.",python,2,4050,4,16.0,27,Artificial Intelligence,https://www.datacamp.com/courses/intermediate-deep-learning-with-pytorch,https://assets.datacamp.com/production/default/shields/placeholder.png,17/09/2025,18899,4,51,15,5,Michał Oleszak,Amy Peterson; James Chapman; Jasmin Ludolf,Associate AI Engineer for Data Scientists; Deep Learning in Python; Machine Learning Scientist in Python,Introduction to Deep Learning with PyTorch
56,Linear Classifiers in Python,"In this course you'll learn all about using linear classifiers, specifically logistic regression and support vector machines, with scikit-learn. Once you've learned how to apply these methods, you'll dive into the ideas behind them and find out what really makes them tick. At the end of this course you'll know how to train, test, and tune these linear classifiers in Python. You'll also have a conceptual foundation for understanding many other machine learning algorithms.",In this course you will learn the details of linear classifiers like logistic regression and SVM.,python,2,3200,4,6.0,2,Data Science and Analytics,https://www.datacamp.com/courses/linear-classifiers-in-python,https://assets.datacamp.com/production/course_6199/shields/thumb/shield_image_course_6199_20220613-1-1yqch70?1655124891,17/09/2025,61497,4,44,13,0,Mike Gelbart,Nick Solomon; Kara Woo,Machine Learning Scientist in Python; Supervised Machine Learning in Python,Supervised Learning with scikit-learn
57,Working with Categorical Data in Python,"Being able to understand, use, and summarize non-numerical data—such as a person’s blood type or marital status—is a vital component of being a data scientist. In this course, you’ll learn how to manipulate and visualize categorical data using pandas and seaborn. Through hands-on exercises, you’ll get to grips with pandas' categorical data type, including how to create, delete, and update categorical columns. You’ll also work with a wide range of datasets including the characteristics of adoptable dogs, Las Vegas trip reviews, and census data to develop your skills at working with categorical data.",Learn how to manipulate and visualize categorical data using pandas and seaborn.,python,2,4200,4,3.0,2,Data Science and Analytics,https://www.datacamp.com/courses/working-with-categorical-data-in-python,https://assets.datacamp.com/production/default/shields/placeholder.png,17/09/2025,29962,4,52,15,4,Kasey Jones,Amy Peterson; Justin Saddlemyer,Associate Data Scientist  in Python,Data Manipulation with pandas
58,Designing Agentic Systems with LangChain,"Every day, intelligent systems are transforming industries—whether it's through automated customer support, personalized recommendations, or dynamic data processing. Agentic workflows, which integrate language models and tools to perform complex tasks, are at the forefront of this transformation. This course breaks down the essential components of agentic workflows and explains how to build, customize, and optimize them. You'll learn the key principles behind LangChain agents, including configuring prompts, integrating tools, and managing complex workflows with LangGraph. By the end of this course, you'll be equipped to build intelligent systems that automate complex tasks, enhance productivity, and provide dynamic solutions tailored to specific business needs.",Get to grips with the foundational components of LangChain agents and build custom chat agents.,python,2,2800,3,16.0,2,Artificial Intelligence,https://www.datacamp.com/courses/designing-agentic-systems-with-langchain,https://assets.datacamp.com/production/default/shields/placeholder.png,17/09/2025,6060,3,34,11,0,"Dilini K. Sumanapala, PhD",James Chapman; Jasmin Ludolf; Francesca Donadoni,Developing Applications with LangChain,Developing LLM Applications with LangChain
